,Crop,N_min,N_max,P_min,P_max,K_min,K_max,Avg_Temp,Rainfall,Productivity,EUR/ha,EUR/kg,Area,Production,Production_kg
20162,Small millets,61,127,10,25,51,92,29.355000000000004,907.79,2625.668449197861,2965.872652604278,1.129568607,187.0,491.0,491000.0
20163,Small millets,61,127,10,25,51,92,25.645,969.6,807.3852295409182,911.9970090449102,1.129568607,2004.0,1618.0,1618000.0
20164,Small millets,61,127,10,25,51,92,25.447916666666664,1024.3200000000002,744.5721583652618,841.0453357356321,1.129568607,1566.0,1166.0,1166000.0
20165,Small millets,61,127,10,25,51,92,25.64125,876.9399999999999,1920.120572720422,2168.907920599849,1.129568607,1327.0,2548.0,2548000.0
20166,Small millets,61,127,10,25,51,92,26.125833333333333,875.29,839.8576512455516,948.6768371957296,1.129568607,1405.0,1180.0,1180000.0
20167,Small millets,61,127,10,25,51,92,27.09708333333333,763.85,250.0,282.39215175,1.129568607,40.0,10.0,10000.0
20168,Small millets,61,127,10,25,51,92,26.683333333333334,699.1899999999999,280.39977790116603,316.7307865269295,1.129568607,1801.0,505.0,505000.0
20169,Small millets,61,127,10,25,51,92,25.680416666666662,1139.4499999999998,363.332319854059,410.4087824156279,1.129568607,32890.0,11950.0,11950000.0
20170,Snak Guard,60,60,50,50,40,40,27.637916666666666,791.4,0.0,0.0,0.4906207081,86.0,0.0,0.0
20171,Snak Guard,60,60,50,50,40,40,27.764166666666668,789.58,0.0,0.0,0.4906207081,25.0,0.0,0.0
20172,Snak Guard,60,60,50,50,40,40,25.55333333333333,974.37,0.0,0.0,0.4906207081,85.0,0.0,0.0
20173,Snak Guard,60,60,50,50,40,40,25.793333333333333,1054.72,0.0,0.0,0.4906207081,108.0,0.0,0.0
20174,Snak Guard,60,60,50,50,40,40,28.76708333333333,947.05,0.0,0.0,0.4906207081,25.0,0.0,0.0
20175,Snak Guard,60,60,50,50,40,40,28.8225,1045.7,0.0,0.0,0.4906207081,16.0,0.0,0.0
20176,Snak Guard,60,60,50,50,40,40,28.828333333333333,822.1700000000001,0.0,0.0,0.4906207081,6.0,0.0,0.0
20177,Snak Guard,60,60,50,50,40,40,29.07,927.61,0.0,0.0,0.4906207081,14.0,0.0,0.0
20178,Snak Guard,60,60,50,50,40,40,27.18083333333333,778.49,0.0,0.0,0.4906207081,13.0,0.0,0.0
20179,Snak Guard,60,60,50,50,40,40,27.31625,735.4799999999999,0.0,0.0,0.4906207081,3.0,0.0,0.0
20180,Snak Guard,60,60,50,50,40,40,29.10833333333333,849.38,0.0,0.0,0.4906207081,3.0,0.0,0.0
20181,Snak Guard,60,60,50,50,40,40,28.60625,1282.22,0.0,0.0,0.4906207081,7.0,0.0,0.0
20182,Snak Guard,60,60,50,50,40,40,28.58666666666666,1191.4499999999998,0.0,0.0,0.4906207081,4.0,0.0,0.0
20183,Snak Guard,60,60,50,50,40,40,28.70583333333333,981.17,0.0,0.0,0.4906207081,42.0,0.0,0.0
20184,Snak Guard,60,60,50,50,40,40,28.77,908.67,0.0,0.0,0.4906207081,43.0,0.0,0.0
20185,Snak Guard,60,60,50,50,40,40,27.36875,2235.6,0.0,0.0,0.4906207081,76.0,0.0,0.0
20186,Snak Guard,60,60,50,50,40,40,27.562083333333337,2565.19,0.0,0.0,0.4906207081,93.0,0.0,0.0
20187,Snak Guard,60,60,50,50,40,40,26.370416666666667,3073.6200000000003,0.0,0.0,0.4906207081,6.0,0.0,0.0
20188,Snak Guard,60,60,50,50,40,40,26.745,3295.72,0.0,0.0,0.4906207081,18.0,0.0,0.0
20189,Snak Guard,60,60,50,50,40,40,26.79833333333334,2212.8900000000003,0.0,0.0,0.4906207081,310.0,0.0,0.0
20190,Snak Guard,60,60,50,50,40,40,27.01708333333333,2665.01,0.0,0.0,0.4906207081,207.0,0.0,0.0
20191,Snak Guard,60,60,50,50,40,40,26.150416666666665,2657.09,0.0,0.0,0.4906207081,2.0,0.0,0.0
20192,Snak Guard,60,60,50,50,40,40,26.440416666666664,2860.4500000000003,0.0,0.0,0.4906207081,8.0,0.0,0.0
20193,Snak Guard,60,60,50,50,40,40,26.26833333333333,2215.93,0.0,0.0,0.4906207081,90.0,0.0,0.0
20194,Snak Guard,60,60,50,50,40,40,26.50708333333333,2412.71,0.0,0.0,0.4906207081,61.0,0.0,0.0
20195,Snak Guard,60,60,50,50,40,40,25.555833333333336,1823.11,0.0,0.0,0.4906207081,43.0,0.0,0.0
20196,Snak Guard,60,60,50,50,40,40,25.78833333333333,2076.13,0.0,0.0,0.4906207081,54.0,0.0,0.0
20197,Snak Guard,60,60,50,50,40,40,26.369166666666665,1772.29,0.0,0.0,0.4906207081,18.0,0.0,0.0
20198,Snak Guard,60,60,50,50,40,40,26.543750000000003,2047.76,0.0,0.0,0.4906207081,31.0,0.0,0.0
20199,Snak Guard,60,60,50,50,40,40,26.56458333333334,2271.5400000000004,0.0,0.0,0.4906207081,50.0,0.0,0.0
20200,Snak Guard,60,60,50,50,40,40,26.78875,2591.18,0.0,0.0,0.4906207081,79.0,0.0,0.0
20201,Snak Guard,60,60,50,50,40,40,26.420416666666668,1513.3899999999996,0.0,0.0,0.4906207081,154.0,0.0,0.0
20202,Snak Guard,60,60,50,50,40,40,26.57375,1681.41,0.0,0.0,0.4906207081,104.0,0.0,0.0
20203,Snak Guard,60,60,50,50,40,40,26.519583333333337,3129.58,0.0,0.0,0.4906207081,5.0,0.0,0.0
20204,Snak Guard,60,60,50,50,40,40,26.96,3360.01,0.0,0.0,0.4906207081,2.0,0.0,0.0
20205,Snak Guard,60,60,50,50,40,40,24.871666666666663,1795.3100000000002,0.0,0.0,0.4906207081,59.0,0.0,0.0
20206,Snak Guard,60,60,50,50,40,40,25.07708333333333,2162.57,0.0,0.0,0.4906207081,88.0,0.0,0.0
20207,Snak Guard,60,60,50,50,40,40,22.7925,2516.64,0.0,0.0,0.4906207081,4.0,0.0,0.0
20208,Snak Guard,60,60,50,50,40,40,29.50791666666667,662.0100000000001,0.0,0.0,0.4906207081,2.0,0.0,0.0
20209,Snak Guard,60,60,50,50,40,40,29.68041666666667,698.0,0.0,0.0,0.4906207081,2.0,0.0,0.0
20210,Snak Guard,60,60,50,50,40,40,28.425416666666663,742.73,0.0,0.0,0.4906207081,76.0,0.0,0.0
20211,Snak Guard,60,60,50,50,40,40,25.805416666666662,915.39,0.0,0.0,0.4906207081,11.0,0.0,0.0
20212,Snak Guard,60,60,50,50,40,40,26.07625,1007.56,0.0,0.0,0.4906207081,10.0,0.0,0.0
20213,Snak Guard,60,60,50,50,40,40,28.75,1087.13,0.0,0.0,0.4906207081,5.0,0.0,0.0
20214,Snak Guard,60,60,50,50,40,40,28.891666666666666,824.46,0.0,0.0,0.4906207081,10.0,0.0,0.0
20215,Snak Guard,60,60,50,50,40,40,26.2525,649.2,0.0,0.0,0.4906207081,81.0,0.0,0.0
20216,Soyabean,25,25,60,60,40,40,26.367916666666662,1084.7699999999998,1143.9913388668351,1370.5328675099242,1.198027311,2771.0,3170.0,3170000.0
20217,Soyabean,25,25,60,60,40,40,26.29958333333333,1282.82,1224.1379310344828,1466.5506738103447,1.198027311,116.0,142.0,142000.0
20218,Soyabean,25,25,60,60,40,40,25.932916666666664,1103.4999999999998,1691.7572527144011,2026.7713923341812,1.198027311,157217.0,265973.0,265973000.0
20219,Soyabean,25,25,60,60,40,40,26.76125,1082.35,1868.8203622124329,2238.8978332834067,1.198027311,79677.0,148902.0,148902000.0
20220,Soyabean,25,25,60,60,40,40,26.41375,1099.97,1089.7040772172131,1305.4952454142742,1.198027311,113239.0,123397.0,123397000.0
20221,Soyabean,25,25,60,60,40,40,25.844166666666663,1182.06,766.8738898756661,918.7358641638544,1.198027311,2252.0,1727.0,1727000.0
20222,Soyabean,25,25,60,60,40,40,26.63083333333333,1118.41,914.0004148463124,1094.997459251212,1.198027311,308548.0,282013.0,282013000.0
20223,Soyabean,25,25,60,60,40,40,26.805416666666662,1026.18,1118.7673777103732,1340.3138731528798,1.198027311,90993.0,101800.0,101800000.0
20224,Soyabean,25,25,60,60,40,40,26.87,827.6399999999999,1216.8257431142624,1457.7904729787565,1.198027311,36670.0,44621.0,44621000.0
20225,Soyabean,25,25,60,60,40,40,26.848333333333333,840.55,631.8317164537508,756.9516522676015,1.198027311,41644.0,26312.0,26312000.0
20226,Soyabean,25,25,60,60,40,40,26.585833333333333,826.46,699.3340532757379,837.821295336663,1.198027311,11112.0,7771.0,7771000.0
20227,Soyabean,25,25,60,60,40,40,26.807916666666664,538.1600000000001,659.2717204640242,789.8255264858585,1.198027311,28533.0,18811.0,18811000.0
20228,Soyabean,25,25,60,60,40,40,26.4825,627.66,528.3018867924528,632.9200888301887,1.198027311,106.0,56.0,56000.0
20229,Soyabean,25,25,60,60,40,40,26.540416666666665,656.2500000000001,547.5544230875755,655.9851531177644,1.198027311,54159.0,29655.0,29655000.0
20230,Soyabean,25,25,60,60,40,40,26.335416666666667,746.26,632.1566300800949,757.3409076656778,1.198027311,3371.0,2131.0,2131000.0
20231,Soyabean,25,25,60,60,40,40,26.866666666666667,765.91,1759.9425011978915,2108.4591822247244,1.198027311,4174.0,7346.0,7346000.0
20232,Soyabean,25,25,60,60,40,40,26.662916666666668,755.73,903.904837963936,1082.9026824258249,1.198027311,118955.0,107524.0,107524000.0
20233,Soyabean,25,25,60,60,40,40,26.77791666666667,815.4,1038.836081884963,1244.553997750418,1.198027311,188948.0,196286.0,196286000.0
20234,Soyabean,25,25,60,60,40,40,27.099166666666665,755.83,754.7169811320755,904.171555471698,1.198027311,265.0,200.0,200000.0
20235,Soyabean,25,25,60,60,40,40,26.99333333333333,666.78,1439.3305439330543,1724.3573011882845,1.198027311,239.0,344.0,344000.0
20236,Soyabean,25,25,60,60,40,40,27.090000000000003,687.6500000000001,2000.0,2396.054622,1.198027311,1.0,2.0,2000.0
20237,Soyabean,25,25,60,60,40,40,26.322916666666664,945.55,1770.0016312566408,2120.5102947600067,1.198027311,226819.0,401470.0,401470000.0
20238,Soyabean,25,25,60,60,40,40,26.884166666666665,788.1099999999998,921.9976367286944,1104.5783494784323,1.198027311,208186.0,191947.0,191947000.0
20239,Soyabean,25,25,60,60,40,40,26.5525,835.37,1483.0005420436366,1776.6751515960802,1.198027311,453838.0,673042.0,673042000.0
20240,Soyabean,25,25,60,60,40,40,26.98208333333333,683.8700000000001,700.9986136713335,839.8154841513955,1.198027311,262564.0,184057.0,184057000.0
20241,Soyabean,25,25,60,60,40,40,27.15125,1013.6,1284.9999836917343,1539.4650750972526,1.198027311,306593.0,393972.0,393972000.0
20242,Soyabean,25,25,60,60,40,40,27.397916666666667,794.15,1655.9998209342757,1983.9330124903715,1.198027311,268058.0,443904.0,443904000.0
20243,Soyabean,25,25,60,60,40,40,27.41708333333333,731.12,719.2271593068242,861.6537796625232,1.198027311,43683.0,31418.0,31418000.0
20244,Soyabean,25,25,60,60,40,40,26.99208333333334,1131.6,1525.572696207338,1827.6777549722967,1.198027311,284444.0,433940.0,433940000.0
20245,Soyabean,25,25,60,60,40,40,26.945,1199.72,1144.1780488596178,1370.7565511805144,1.198027311,123292.0,141068.0,141068000.0
20246,Soyabean,25,25,60,60,40,40,26.75208333333333,1004.45,1173.2368764115088,1405.5698202133192,1.198027311,217852.0,255592.0,255592000.0
20247,Soyabean,25,25,60,60,40,40,26.284166666666664,1053.19,1220.457052647596,1462.1408809743846,1.198027311,210304.0,256667.0,256667000.0
20248,Soyabean,25,25,60,60,40,40,27.223750000000003,907.01,875.9989590966054,1049.4706774053052,1.198027311,292054.0,255839.0,255839000.0
20249,Soyabean,25,25,60,60,40,40,26.804166666666667,1017.85,895.9986374341476,1073.4308382648956,1.198027311,340534.0,305118.0,305118000.0
20250,Soyabean,25,25,60,60,40,40,26.922083333333333,1236.2500000000002,1317.998081347155,1578.9976972994912,1.198027311,214734.0,283019.0,283019000.0
20251,Soyabean,25,25,60,60,40,40,26.72125,1051.0100000000002,1333.7915811485884,1597.9187413978816,1.198027311,103292.0,137770.0,137770000.0
20252,Soyabean,25,25,60,60,40,40,27.374583333333337,1200.4899999999998,1685.7528157520055,2019.5779128660536,1.198027311,172778.0,291261.0,291261000.0
20253,Soyabean,25,25,60,60,40,40,26.28416666666667,902.82,501.45772594752185,600.7600509970845,1.198027311,343.0,172.0,172000.0
20254,Soyabean,25,25,60,60,40,40,26.92541666666667,631.3699999999999,958.9287648632207,1148.8228496096358,1.198027311,120011.0,115082.0,115082000.0
20255,Soyabean,25,25,60,60,40,40,26.131666666666668,826.3899999999999,445.414847161572,533.619151624454,1.198027311,687.0,306.0,306000.0
20256,Soyabean,25,25,60,60,40,40,26.57,876.6000000000001,1118.7594901762295,1340.304423671559,1.198027311,65199.0,72942.0,72942000.0
20257,Soyabean,25,25,60,60,40,40,27.6825,732.92,680.030625739542,814.6952619523908,1.198027311,14367.0,9770.0,9770000.0
20258,Sugarcane,150,350,60,100,60,120,27.0025,1061.41,1431.3725490196075,261.30642372156865,0.1825565426,102.0,146.0,146000.0
20259,Sugarcane,150,350,60,100,60,120,26.85833333333333,1260.5200000000002,1688.622754491018,308.26913181556887,0.1825565426,167.0,282.0,282000.0
20260,Sugarcane,150,350,60,100,60,120,27.31083333333333,1018.46,1596.1538461538462,291.3883276115385,0.1825565426,104.0,166.0,166000.0
20261,Sugarcane,150,350,60,100,60,120,27.206666666666667,1378.51,1885.057471264368,344.12957455632187,0.1825565426,435.0,820.0,820000.0
20262,Sugarcane,150,350,60,100,60,120,26.62333333333333,1151.7800000000002,1799.7630331753555,328.55851683578203,0.1825565426,844.0,1519.0,1519000.0
20263,Sugarcane,150,350,60,100,60,120,27.047916666666666,1267.0099999999998,1827.146171693736,333.5574879292344,0.1825565426,862.0,1575.0,1575000.0
20264,Sugarcane,150,350,60,100,60,120,27.04791666666668,1458.2199999999998,1826.963168867269,333.52407956594857,0.1825565426,1439.0,2629.0,2629000.0
20265,Sugarcane,150,350,60,100,60,120,27.03,1152.0199999999998,2027.4941084053416,370.1323145723488,0.1825565426,2546.0,5162.0,5162000.0
20266,Sugarcane,150,350,60,100,60,120,27.03375,1272.8200000000002,1885.057471264368,344.12957455632187,0.1825565426,1566.0,2952.0,2952000.0
20267,Sugarcane,150,350,60,100,60,120,27.95458333333333,1122.87,4899.484536082474,894.4329574293814,0.1825565426,1552.0,7604.0,7604000.0
20268,Sugarcane,150,350,60,100,60,120,27.775,1555.5700000000002,3078.125,561.9318576906251,0.1825565426,1408.0,4334.0,4334000.0
20269,Sugarcane,150,350,60,100,60,120,26.790416666666665,1208.76,11979.591836734691,2186.9528674734693,0.1825565426,98.0,1174.0,1174000.0
20270,Sugarcane,150,350,60,100,60,120,27.10333333333333,1508.27,2946.2025316455697,537.8485479765824,0.1825565426,316.0,931.0,931000.0
20271,Sugarcane,150,350,60,100,60,120,26.731250000000003,1598.9500000000005,3035.211267605634,554.097675074648,0.1825565426,426.0,1293.0,1293000.0
20272,Sugarcane,150,350,60,100,60,120,27.30625,1293.66,5085.271317829457,928.3495499658916,0.1825565426,258.0,1312.0,1312000.0
20273,Sugarcane,150,350,60,100,60,120,25.11625,1323.39,2993.006993006993,546.3930086209791,0.1825565426,429.0,1284.0,1284000.0
20274,Sugarcane,150,350,60,100,60,120,24.89958333333333,1486.95,3340.6940063091483,609.8655476763407,0.1825565426,317.0,1059.0,1059000.0
20275,Sugarcane,150,350,60,100,60,120,25.230416666666667,1161.8,2993.670886075949,546.5142066443038,0.1825565426,316.0,946.0,946000.0
20276,Sugarcane,150,350,60,100,60,120,25.245833333333337,1638.0099999999998,3342.5925925925926,610.212147024074,0.1825565426,432.0,1444.0,1444000.0
20277,Sugarcane,150,350,60,100,60,120,24.505,1445.9499999999998,3292.2077922077924,601.0140720662338,0.1825565426,308.0,1014.0,1014000.0
20278,Sugarcane,150,350,60,100,60,120,25.035833333333333,1545.9,3091.703056768559,564.4106207895196,0.1825565426,458.0,1416.0,1416000.0
20279,Sugarcane,150,350,60,100,60,120,24.859583333333337,1613.39,3520.0,642.599029952,0.1825565426,475.0,1672.0,1672000.0
20280,Sugarcane,150,350,60,100,60,120,25.017500000000005,1257.64,3391.7355371900826,619.1835130829752,0.1825565426,605.0,2052.0,2052000.0
20281,Sugarcane,150,350,60,100,60,120,24.935833333333328,1417.86,3242.559523809524,591.950455841369,0.1825565426,672.0,2179.0,2179000.0
20282,Sugarcane,150,350,60,100,60,120,25.73333333333333,1260.93,6193.840579710145,1130.7261216474635,0.1825565426,552.0,3419.0,3419000.0
20283,Sugarcane,150,350,60,100,60,120,25.510000000000005,2090.3600000000006,2494.692144373673,455.4223727282378,0.1825565426,471.0,1175.0,1175000.0
20284,Sugarcane,150,350,60,100,60,120,24.757916666666663,1222.87,6026.768642447419,1100.2260464152964,0.1825565426,523.0,3152.0,3152000.0
20285,Sugarcane,150,350,60,100,60,120,25.226666666666667,1868.2,3492.8571428571427,637.6439237957143,0.1825565426,420.0,1467.0,1467000.0
20286,Sugarcane,150,350,60,100,60,120,24.945000000000004,1501.8699999999997,2792.607802874744,509.80882533059554,0.1825565426,487.0,1360.0,1360000.0
20287,Sugarcane,150,350,60,100,60,120,25.39958333333334,1569.0700000000002,5295.302013422819,966.6920275932888,0.1825565426,596.0,3156.0,3156000.0
20288,Sugarcane,150,350,60,100,60,120,27.076666666666664,1085.76,2910.714285714286,531.3699364964286,0.1825565426,112.0,326.0,326000.0
20289,Sugarcane,150,350,60,100,60,120,26.940416666666668,1334.2000000000005,2923.076923076923,533.6268168307693,0.1825565426,65.0,190.0,190000.0
20290,Sugarcane,150,350,60,100,60,120,27.3775,1055.66,2655.7377049180327,484.8222934622951,0.1825565426,61.0,162.0,162000.0
20291,Sugarcane,150,350,60,100,60,120,27.29833333333333,1447.5400000000002,2765.765765765766,504.9086358396397,0.1825565426,111.0,307.0,307000.0
20292,Sugarcane,150,350,60,100,60,120,26.66208333333333,1193.98,2517.5438596491226,459.5941028614035,0.1825565426,114.0,287.0,287000.0
20293,Sugarcane,150,350,60,100,60,120,27.157083333333333,1280.5,2765.625,504.882938128125,0.1825565426,128.0,354.0,354000.0
20294,Sugarcane,150,350,60,100,60,120,27.117916666666662,1493.5700000000002,2763.5135135135133,504.4974724554054,0.1825565426,148.0,409.0,409000.0
20295,Sugarcane,150,350,60,100,60,120,27.04583333333333,1208.1,2760.4166666666665,503.9321228020833,0.1825565426,192.0,530.0,530000.0
20296,Sugarcane,150,350,60,100,60,120,27.081250000000004,1347.8099999999995,2761.4213197969543,504.11552880406094,0.1825565426,197.0,544.0,544000.0
20297,Sugarcane,150,350,60,100,60,120,27.837916666666665,1570.8000000000002,3516.1290322580644,641.8923594645162,0.1825565426,124.0,436.0,436000.0
20298,Sugarcane,150,350,60,100,60,120,26.823750000000004,1267.5700000000002,3328.125,607.570993340625,0.1825565426,64.0,213.0,213000.0
20299,Sugarcane,150,350,60,100,60,120,27.25958333333333,1577.13,3354.8387096774195,612.4477558193549,0.1825565426,31.0,104.0,104000.0
20300,Sugarcane,150,350,60,100,60,120,26.796666666666667,1594.19,3517.6470588235293,642.1694851458824,0.1825565426,85.0,299.0,299000.0
20301,Sugarcane,150,350,60,100,60,120,27.008333333333333,1351.88,8808.988764044943,1608.138532566292,0.1825565426,89.0,784.0,784000.0
20302,Sugarcane,150,350,60,100,60,120,26.485416666666666,1980.9,2915.309446254072,532.2088131172638,0.1825565426,307.0,895.0,895000.0
20303,Sugarcane,150,350,60,100,60,120,26.820416666666667,1692.8,2914.8418491484185,532.1234502063261,0.1825565426,411.0,1198.0,1198000.0
20304,Sugarcane,150,350,60,100,60,120,26.800416666666663,2042.82,2863.6363636363635,522.7755538090909,0.1825565426,506.0,1449.0,1449000.0
20305,Sugarcane,150,350,60,100,60,120,26.641666666666666,2193.67,3112.5,568.2072388425,0.1825565426,240.0,747.0,747000.0
20306,Sugarcane,150,350,60,100,60,120,24.096666666666668,955.33,3131.9148936170213,571.7515546961703,0.1825565426,705.0,2208.0,2208000.0
20307,Sugarcane,150,350,60,100,60,120,24.145000000000003,1387.62,3181.201550387597,580.7491563525194,0.1825565426,1032.0,3283.0,3283000.0
20308,Sugarcane,150,350,60,100,60,120,24.6175,1079.15,3084.745762711864,563.1405212406779,0.1825565426,885.0,2730.0,2730000.0
20309,Sugarcane,150,350,60,100,60,120,24.410416666666663,1216.3799999999997,3132.108486439195,571.7868963324585,0.1825565426,1143.0,3580.0,3580000.0
20310,Sugarcane,150,350,60,100,60,120,24.25208333333333,1214.46,2891.59465828751,527.8795234175963,0.1825565426,1273.0,3681.0,3681000.0
20311,Sugarcane,150,350,60,100,60,120,24.28541666666667,1161.2399999999998,3276.9759450171823,598.2333987057045,0.1825565426,1455.0,4768.0,4768000.0
20312,Sugarcane,150,350,60,100,60,120,24.32375,1331.0300000000002,3132.878151260504,571.9274036811975,0.1825565426,1904.0,5965.0,5965000.0
20313,Sugarcane,150,350,60,100,60,120,24.191666666666663,1417.5099999999998,3180.5745554035566,580.6346943160055,0.1825565426,2193.0,6975.0,6975000.0
20314,Sugarcane,150,350,60,100,60,120,24.067916666666665,1516.49,2891.6155419222905,527.8833358617587,0.1825565426,1956.0,5656.0,5656000.0
20315,Sugarcane,150,350,60,100,60,120,24.97291666666667,1024.05,4456.739258387287,813.6069102808713,0.1825565426,1699.0,7572.0,7572000.0
20316,Sugarcane,150,350,60,100,60,120,24.85875,876.49,2843.3818433818437,519.0779586194041,0.1825565426,1443.0,4103.0,4103000.0
20317,Sugarcane,150,350,60,100,60,120,24.094583333333336,1740.4299999999998,5048.225659690628,921.5866226977251,0.1825565426,1099.0,5548.0,5548000.0
20318,Sugarcane,150,350,60,100,60,120,24.1525,1710.12,3084.014002333722,563.0069335960327,0.1825565426,857.0,2643.0,2643000.0
20319,Sugarcane,150,350,60,100,60,120,23.71708333333333,1673.34,3132.643461900282,571.8845596030103,0.1825565426,1063.0,3330.0,3330000.0
20320,Sugarcane,150,350,60,100,60,120,23.81958333333333,1459.9900000000002,6984.059511158343,1274.9857576697132,0.1825565426,941.0,6572.0,6572000.0
20321,Sugarcane,150,350,60,100,60,120,25.6725,1309.5400000000002,13055.555555555557,2383.3770839444446,0.1825565426,144.0,1880.0,1880000.0
20322,Sugarcane,150,350,60,100,60,120,25.35458333333333,1615.75,24366.197183098597,4448.208714056339,0.1825565426,71.0,1730.0,1730000.0
20323,Sugarcane,150,350,60,100,60,120,25.5325,1074.6,9388.646288209608,1713.9588060698693,0.1825565426,229.0,2150.0,2150000.0
20324,Sugarcane,150,350,60,100,60,120,25.295,1027.34,27109.375,4948.993772046875,0.1825565426,128.0,3470.0,3470000.0
20325,Sugarcane,150,350,60,100,60,120,25.962083333333336,902.13,26407.185628742514,4820.804508179641,0.1825565426,167.0,4410.0,4410000.0
20326,Sugarcane,150,350,60,100,60,120,25.5175,1201.84,30222.222222222223,5517.264398577779,0.1825565426,135.0,4080.0,4080000.0
20327,Sugarcane,150,350,60,100,60,120,25.71625,988.67,33278.688524590165,6075.242319311476,0.1825565426,183.0,6090.0,6090000.0
20328,Sugarcane,150,350,60,100,60,120,25.522916666666664,875.19,34672.619047619046,6329.713456220238,0.1825565426,336.0,11650.0,11650000.0
20329,Sugarcane,150,350,60,100,60,120,25.881666666666668,1310.9799999999998,32948.07370184254,6014.886420338358,0.1825565426,597.0,19670.0,19670000.0
20330,Sugarcane,150,350,60,100,60,120,25.665,912.89,25068.72852233677,4576.460406415808,0.1825565426,1164.0,29180.0,29180000.0
20331,Sugarcane,150,350,60,100,60,120,25.455416666666665,1189.99,27817.047817047816,5078.184074819127,0.1825565426,481.0,13380.0,13380000.0
20332,Sugarcane,150,350,60,100,60,120,26.367916666666662,1084.7699999999998,26452.554744525547,4829.086937097811,0.1825565426,685.0,18120.0,18120000.0
20333,Sugarcane,150,350,60,100,60,120,26.495000000000005,1001.16,29142.091152815014,5320.079404991958,0.1825565426,373.0,10870.0,10870000.0
20334,Sugarcane,150,350,60,100,60,120,25.32333333333333,1396.39,27794.72954230236,5074.109727744799,0.1825565426,721.0,20040.0,20040000.0
20335,Sugarcane,150,350,60,100,60,120,25.42625,1236.37,31300.0,5714.01978338,0.1825565426,200.0,6260.0,6260000.0
20336,Sugarcane,150,350,60,100,60,120,24.975416666666664,1878.34,30165.68047337278,5506.942332395266,0.1825565426,845.0,25490.0,25490000.0
20337,Sugarcane,150,350,60,100,60,120,25.495,1375.0999999999997,32003.39558573854,5842.42924959253,0.1825565426,1767.0,56550.0,56550000.0
20338,Sugarcane,150,350,60,100,60,120,25.136666666666667,1517.7,43315.82895723931,7907.587974286573,0.1825565426,1333.0,57740.0,57740000.0
20339,Sugarcane,150,350,60,100,60,120,25.25833333333333,1224.9800000000002,20259.880887926367,3698.573808387656,0.1825565426,1847.0,37420.0,37420000.0
20340,Sugarcane,150,350,60,100,60,120,25.189166666666665,1316.3500000000004,39979.23156801661,7298.47029086189,0.1825565426,963.0,38500.0,38500000.0
20341,Sugarcane,150,350,60,100,60,120,25.64708333333333,1123.16,43305.389221556885,7905.68213223473,0.1825565426,835.0,36160.0,36160000.0
20342,Sugarcane,150,350,60,100,60,120,25.42,1512.24,39983.47107438016,7299.24424048595,0.1825565426,1210.0,48380.0,48380000.0
20343,Sugarcane,150,350,60,100,60,120,25.24125,1201.74,39973.50993377483,7297.425769096689,0.1825565426,755.0,30180.0,30180000.0
20344,Sugarcane,150,350,60,100,60,120,25.278749999999995,1341.4999999999998,41271.739130434784,7534.426002741305,0.1825565426,920.0,37970.0,37970000.0
20345,Sugarcane,150,350,60,100,60,120,25.440416666666664,1673.13,39985.73466476462,7299.657473720399,0.1825565426,701.0,28030.0,28030000.0
20346,Sugarcane,150,350,60,100,60,120,25.39875,1301.7300000000002,39970.93023255814,7296.954827761628,0.1825565426,1032.0,41250.0,41250000.0
20347,Sugarcane,150,350,60,100,60,120,25.261666666666663,1413.8599999999997,49961.73469387755,9120.841548012757,0.1825565426,784.0,39170.0,39170000.0
20348,Sugarcane,150,350,60,100,60,120,26.29958333333333,1282.82,49967.32026143791,9121.861229915034,0.1825565426,918.0,45870.0,45870000.0
20349,Sugarcane,150,350,60,100,60,120,26.175833333333337,1658.09,49972.565157750345,9122.818720052128,0.1825565426,729.0,36430.0,36430000.0
20350,Sugarcane,150,350,60,100,60,120,25.08875,1455.6,37113.40206185567,6775.294364536083,0.1825565426,970.0,36000.0,36000000.0
20351,Sugarcane,150,350,60,100,60,120,25.26041666666667,1647.6799999999998,49970.76023391813,9122.48921939766,0.1825565426,684.0,34180.0,34180000.0
20352,Sugarcane,150,350,60,100,60,120,24.864583333333336,2040.02,53300.43859649123,9730.343789239036,0.1825565426,912.0,48610.0,48610000.0
20353,Sugarcane,150,350,60,100,60,120,25.16333333333333,1199.22,26612.96123138891,4858.370190750198,0.1825565426,13903.0,370000.0,370000000.0
20354,Sugarcane,150,350,60,100,60,120,24.78875,1327.27,67758.64116878489,12369.783263047391,0.1825565426,8419.0,570460.0,570460000.0
20355,Sugarcane,150,350,60,100,60,120,24.98583333333333,926.56,28247.694334650856,5156.801414155468,0.1825565426,12903.0,364480.0,364480000.0
20356,Sugarcane,150,350,60,100,60,120,24.91166666666667,1020.37,44042.92444599546,8040.324012853953,0.1825565426,5731.0,252410.0,252410000.0
20357,Sugarcane,150,350,60,100,60,120,25.324166666666667,929.37,57595.32806595672,10514.403961633803,0.1825565426,5822.0,335320.0,335320000.0
20358,Sugarcane,150,350,60,100,60,120,25.145833333333336,1187.5300000000002,64370.55417700579,11751.265815800169,0.1825565426,6045.0,389120.0,389120000.0
20359,Sugarcane,150,350,60,100,60,120,25.17791666666667,955.82,57594.81816762916,10514.310876358048,0.1825565426,6407.0,369010.0,369010000.0
